,title,location,telecommuting,has_company_logo,has_questions,employment_type,required_experience,required_education,industry,function,description_length,company_profile_length,requirements_length,benefits_length
21116,3364,55,0,0,0,0,3,2,0,1,1336,510,1836,347
21117,1029,85,0,0,1,1,2,4,112,23,1516,726,168,1061
21118,7340,85,0,1,1,1,5,1,88,12,656,76,119,598
21119,2875,85,0,0,0,1,2,3,88,12,3211,772,2112,566
21120,665,85,0,0,0,0,2,9,88,1,3211,384,2063,422
21121,4457,85,0,0,0,1,3,2,52,16,2411,588,2198,832
21122,4232,85,0,0,0,1,3,2,51,17,3128,400,757,617
21123,4456,85,0,0,0,1,3,5,48,15,2811,800,542,818
21124,4713,5,0,0,0,3,3,5,68,19,68,748,1199,437
21125,7865,85,0,0,0,1,3,1,51,17,2811,404,510,645
21126,2853,85,0,0,0,1,3,3,51,19,2096,485,1412,561
21127,1340,85,0,0,1,1,2,4,26,7,1447,875,857,978
21128,7027,85,0,0,0,2,3,6,59,19,1973,820,847,656
21129,4456,85,0,0,1,1,4,6,53,16,91,597,443,465
21130,7017,85,0,0,0,3,2,4,89,14,1908,550,1396,394
21131,9152,85,0,1,1,1,5,1,21,12,2009,44,2107,139
21132,2432,85,0,0,0,2,2,7,44,4,3166,642,867,556
21133,1984,85,0,1,0,1,5,3,119,12,2262,628,1735,595
21134,8272,85,0,1,1,1,5,1,75,12,1704,76,1628,568
21135,21,85,0,0,0,1,3,3,88,12,1410,538,1360,477
21136,432,85,0,0,0,1,2,4,51,1,3242,806,1573,749
21137,10275,85,0,1,1,1,1,5,75,16,867,878,64,223
21138,450,85,0,0,0,1,2,4,62,6,2074,530,1710,181
21139,2114,85,0,0,0,1,2,4,51,14,3077,559,1717,191
21140,5930,85,0,0,0,2,3,6,71,19,3099,776,885,450
21141,6634,85,0,0,0,1,3,5,47,16,2008,739,147,482
21142,4781,85,0,0,0,1,3,2,51,17,845,393,962,602
21143,4456,85,0,0,1,1,4,6,69,1,1919,665,339,650
21144,3914,85,0,0,0,3,3,4,61,13,243,830,1533,702
21145,2121,85,0,0,0,1,2,3,67,10,616,440,481,248
21146,470,85,0,0,0,1,6,9,20,1,2093,450,1258,797
21147,5930,85,0,0,0,2,2,6,58,20,1973,814,751,490
21148,1363,85,0,1,1,1,5,1,88,23,2922,44,1173,1034
21149,3709,85,0,0,0,1,2,4,88,12,2693,436,304,492
21150,6441,85,0,0,0,2,6,9,75,22,2823,574,747,1126
21151,1365,85,0,1,1,1,0,4,26,7,2816,890,1712,538
21152,1340,85,0,1,1,1,2,4,26,7,3186,866,758,713
21153,10697,85,0,0,0,1,6,4,75,12,1844,500,1695,448
21154,8070,85,0,0,1,1,2,4,52,9,2001,605,152,1124
21155,4761,85,0,0,1,1,2,4,22,1,2448,545,1611,1115
21156,7107,85,0,0,0,1,2,2,49,14,2811,445,617,1060
21157,7105,85,0,0,0,1,2,4,0,14,2514,551,996,342
21158,5512,85,0,0,0,0,2,4,107,18,2549,472,1841,0
21159,450,85,0,0,0,1,2,6,51,1,3176,704,1181,614
21160,2384,85,0,0,0,1,3,3,88,12,2631,507,1931,466
21161,10592,5,0,0,0,3,4,4,60,15,2519,643,1235,697
21162,7589,85,0,0,0,1,3,2,88,1,3017,461,1411,484
21163,2837,85,0,0,0,1,3,2,51,17,3090,349,981,593
21164,450,85,0,0,0,1,2,2,0,1,85,543,1383,333
21165,2875,85,0,0,0,1,2,3,88,12,2525,706,2123,502
21166,1591,85,0,1,1,1,2,4,88,10,354,76,1066,150
21167,2877,85,0,1,1,1,5,1,75,12,3256,893,1642,444
21168,4131,5,0,0,0,3,4,5,45,16,2074,687,1565,698
21169,2121,85,0,0,1,0,2,3,67,10,616,437,497,256
21170,7572,85,0,0,0,1,5,4,88,26,2749,454,1232,521
21171,5865,85,0,1,0,1,3,5,88,12,993,567,1770,467
21172,1328,85,0,0,0,3,2,4,0,3,959,584,1334,374
21173,8500,85,0,1,0,3,2,4,18,31,262,544,334,798
21174,2384,85,0,0,0,1,3,3,88,12,2788,631,1778,599
21175,2121,85,0,0,1,0,2,3,67,10,616,437,497,256
21176,2114,85,0,0,0,1,2,4,51,14,3077,620,1794,339
21177,4131,5,0,0,0,3,6,8,51,18,2040,479,1519,721
21178,2432,85,0,0,0,2,2,7,44,4,3166,642,867,556
21179,481,5,0,0,0,3,4,4,30,31,2084,712,1524,667
21180,3709,85,0,0,0,1,3,3,88,12,2634,480,361,506
21181,6029,85,0,0,0,1,2,4,88,14,1844,580,1752,406
21182,3364,85,0,1,0,1,3,2,52,12,152,503,1882,566
21183,5512,85,0,0,0,0,2,4,107,18,2549,472,1841,0
21184,697,85,0,1,1,0,4,2,88,14,2596,542,1983,586
21185,4131,5,0,0,0,3,4,5,38,16,2074,578,1565,692
21186,435,85,0,0,1,1,3,4,88,12,3268,593,1603,1205
21187,707,5,0,0,0,3,4,5,38,13,2069,657,1437,645
21188,1480,85,0,0,0,1,3,4,51,15,2010,592,1336,670
21189,5903,85,0,0,0,1,3,2,51,16,3172,388,748,690
21190,1614,85,0,1,1,1,5,4,88,7,3176,888,1595,319
21191,6583,85,0,0,0,1,5,5,88,10,288,559,1881,514
21192,6152,85,0,0,0,1,2,3,88,12,1782,612,885,467
21193,7107,85,0,0,0,1,2,2,49,14,2811,591,613,788
21194,2434,85,0,0,0,1,2,3,0,0,1410,377,1216,258
21195,2290,85,0,0,1,1,2,4,62,1,3069,526,1721,178
21196,435,85,0,0,1,1,3,4,51,12,1112,601,1609,1140
21197,3364,55,0,0,0,0,3,2,52,13,1336,462,1862,416
21198,2121,85,0,0,1,0,2,3,67,10,616,437,497,256
21199,697,85,0,1,0,1,3,3,88,12,2431,567,2192,447
21200,4457,85,0,0,0,1,3,2,52,16,2411,588,2198,832
21201,5512,85,0,0,0,0,2,4,107,18,2549,472,1841,0
21202,4386,85,0,0,0,1,3,3,88,12,1172,528,1247,444
21203,10592,5,0,0,0,3,3,4,54,15,2542,632,1235,556
21204,9904,85,0,0,0,1,3,1,88,12,847,548,2056,904
21205,9152,85,0,1,1,1,5,1,21,12,3300,76,2088,252
21206,218,85,0,0,0,1,2,3,107,1,2683,459,1455,222
21207,2909,85,0,1,1,1,5,1,69,10,3053,153,871,244
21208,4457,85,0,0,0,1,3,2,52,16,2411,588,2198,832
21209,8871,85,0,1,1,1,5,1,21,12,656,212,388,834
21210,3035,85,0,0,0,1,3,2,51,17,845,404,1025,571
21211,4715,5,0,0,0,3,4,5,39,16,2063,521,1551,698
21212,6342,85,0,1,1,0,5,1,52,17,146,500,2058,568
21213,1307,85,0,0,1,1,2,4,0,1,2589,476,1240,1184
21214,11154,85,0,0,0,1,2,4,26,7,2746,864,1679,928
21215,7,85,0,0,0,1,2,3,49,31,3195,567,1323,494
21216,355,85,0,1,0,1,2,4,26,7,2917,912,1515,436
21217,7282,5,0,0,0,3,3,4,39,13,2648,493,1748,651
21218,2432,85,0,0,0,2,2,7,44,4,3166,642,867,556
21219,5512,85,0,0,0,0,2,4,107,18,2549,472,1841,0
21220,3636,85,0,1,1,1,6,4,26,7,1036,891,1550,882
21221,7506,85,0,0,0,1,3,2,80,17,1402,497,1655,555
21222,472,85,0,0,1,1,3,6,88,16,313,628,317,517
21223,68,85,0,0,0,1,2,4,118,1,2693,545,47,371
21224,2432,85,0,0,0,2,2,7,44,4,3166,642,867,556
21225,2434,85,0,1,1,1,2,4,88,10,2694,76,1050,149
21226,1711,85,0,1,1,1,2,4,51,14,2796,518,1583,281
21227,10275,85,0,0,0,1,3,5,119,1,2590,678,69,379
21228,7650,85,0,0,0,0,2,4,107,19,2549,461,1841,0
21229,8500,85,0,1,0,3,2,4,18,31,262,544,334,798
21230,9375,85,0,0,0,1,2,5,88,1,804,80,2207,1217
21231,532,85,0,1,0,1,0,4,39,31,2793,811,1173,527
21232,6879,5,0,0,0,3,3,4,43,15,2546,633,1235,540
21233,1340,85,0,1,1,1,2,4,26,7,2816,920,860,823
21234,4611,85,0,0,0,1,3,1,60,17,441,509,1528,608
21235,5865,85,0,1,0,1,3,3,88,12,288,562,1753,482
21236,2432,85,0,0,0,2,2,7,44,4,3166,642,867,556
21237,7020,85,0,0,0,2,2,6,57,19,1973,822,826,594
21238,5512,85,0,0,0,0,2,4,107,18,2549,472,1841,0
21239,450,85,0,0,0,1,2,9,51,1,3176,704,1181,614
21240,10592,5,0,0,0,3,3,4,60,15,2519,627,1233,515
21241,5512,85,0,0,0,0,2,4,107,18,2549,472,1841,0
21242,7824,85,0,0,0,1,3,2,51,17,2706,419,778,630
21243,468,85,0,0,0,1,2,4,0,1,2512,357,1478,350
21244,4611,85,0,0,0,0,4,1,58,17,1698,360,1620,600
21245,9927,85,0,0,0,1,3,2,88,12,569,532,36,666
21246,10697,85,0,0,0,2,4,4,61,13,2494,778,1579,706
21247,7650,85,0,0,0,0,2,4,107,19,2549,463,1841,0
21248,4456,85,0,0,0,1,3,5,48,15,2811,800,542,818
21249,7874,85,1,0,0,1,2,8,55,1,2870,577,646,597
21250,7348,85,0,1,1,1,5,1,88,23,288,44,1275,623
21251,8514,85,0,0,0,1,2,3,88,12,2631,682,2104,465
21252,3622,85,0,0,0,1,3,3,88,12,105,461,402,544
21253,2432,85,0,0,0,3,2,7,44,4,3166,684,892,401
21254,7026,5,0,0,0,3,4,5,38,16,3184,496,1549,693
21255,7409,85,0,0,0,1,2,3,0,1,2621,480,1419,422
21256,7868,85,0,0,0,1,2,3,88,12,2571,567,1777,457
21257,4232,85,0,0,0,1,3,1,88,17,1322,451,606,638
21258,4456,85,0,0,0,1,3,5,48,15,2811,794,542,818
21259,378,85,0,0,0,3,2,4,89,0,2739,578,1343,380
21260,3287,85,0,0,0,1,3,2,88,12,1782,489,1699,587
21261,10535,85,0,1,1,1,5,4,88,12,2694,64,1089,131
21262,4761,85,0,0,1,1,2,4,60,18,3213,530,1559,1181
21263,8959,85,0,1,1,0,5,1,88,17,146,503,2036,482
21264,5512,85,0,0,0,0,2,4,107,18,2549,472,1841,0
21265,1290,85,0,0,0,1,3,3,88,12,1339,573,2141,520
21266,6759,85,0,0,0,1,2,3,49,31,2922,394,1174,410
21267,10603,85,0,0,0,0,4,1,58,17,498,499,1529,602
21268,5930,85,0,0,0,2,3,6,88,1,1308,857,943,743
21269,7888,85,0,0,0,1,2,4,51,1,3242,670,1453,686
21270,10603,85,0,1,1,0,5,1,58,18,2262,537,1665,496
21271,68,85,0,0,0,1,6,4,118,1,2693,528,159,553
21272,7348,85,0,1,1,1,5,1,88,23,747,81,1354,937
21273,3364,55,0,0,0,0,3,2,52,12,1336,472,1852,347
21274,2810,85,0,1,1,1,5,5,58,12,474,76,2094,268
21275,3364,55,0,0,0,0,3,2,52,12,966,488,1794,339
21276,4457,85,0,0,0,1,3,2,52,16,2411,588,2198,832
21277,10522,5,0,0,0,3,4,5,38,13,2040,591,1534,651
21278,4768,85,0,0,0,0,3,1,58,17,936,473,1466,558
21279,7020,85,0,0,0,2,2,6,57,18,1973,776,727,416
21280,7572,85,0,0,0,1,3,3,88,12,1631,507,1209,477
21281,355,85,0,1,0,1,0,4,39,5,2796,811,1173,541
21282,6441,85,0,0,0,1,6,9,75,1,2823,607,793,303
21283,9175,85,0,1,0,1,2,1,27,18,105,60,1401,106
21284,6758,85,0,0,0,1,2,2,0,1,2648,526,1387,365
21285,6441,85,0,0,0,1,6,9,75,22,2823,579,748,218
21286,4456,85,0,0,0,1,3,5,48,15,2811,793,542,818
21287,7400,85,0,1,1,1,5,1,58,12,1581,67,1942,287
21288,8272,85,0,1,1,1,5,1,75,18,198,69,1747,660
21289,8514,85,0,1,1,1,2,2,54,14,2596,845,2100,478
21290,532,85,0,1,0,1,0,4,39,31,2796,759,1224,570
21291,6877,85,0,0,0,1,3,2,51,17,751,411,925,581
21292,7,85,0,0,0,1,3,3,88,12,1410,471,1164,455
21293,5752,85,0,0,0,1,3,3,88,12,1973,497,1218,495
21294,355,85,0,1,0,1,0,4,39,5,2796,811,1173,541
21295,480,85,0,0,0,0,6,4,15,13,3021,425,1293,969
21296,1029,85,0,0,1,1,2,4,50,9,1516,629,74,1141
21297,6627,85,0,0,0,1,3,3,88,12,1113,551,1742,483
21298,10525,5,0,0,1,1,2,5,21,12,2539,626,1243,705
21299,2870,85,0,0,0,1,3,5,119,1,2884,832,108,361
21300,2854,85,0,0,0,1,4,2,51,16,2554,434,1128,543
21301,11223,85,0,0,1,1,4,6,53,16,91,656,502,508
21302,6441,85,0,0,0,1,6,9,75,17,2823,506,664,341
21303,7105,85,0,0,0,1,2,9,3,1,1908,553,1890,553
21304,3364,85,0,1,0,1,3,2,52,12,1336,573,1811,680
21305,355,85,0,1,0,1,0,4,39,5,2796,811,1173,541
21306,9058,85,0,1,1,1,5,1,75,18,198,76,1485,503
21307,218,85,0,0,0,1,2,4,107,1,2844,314,1436,404
21308,7325,85,0,0,1,1,3,4,46,1,2448,570,1656,1161
21309,8871,85,0,1,1,1,5,1,21,12,2333,84,169,1073
21310,470,85,0,0,0,1,2,9,20,1,2984,432,1400,709
21311,7627,85,0,1,1,1,5,1,88,0,2906,50,1850,651
21312,437,85,0,0,0,1,3,4,47,15,2261,666,1264,787
21313,432,85,0,0,0,1,2,4,51,1,3242,689,1446,730
21314,6522,85,0,0,0,1,3,2,51,16,260,386,756,665
21315,1363,85,0,0,0,1,2,4,119,7,2792,544,987,261
21316,481,5,0,0,0,3,4,4,43,0,2074,662,1442,702
21317,4386,85,0,0,0,1,3,3,88,12,1973,520,1249,454
21318,450,85,0,0,0,1,2,3,68,1,2621,468,1522,500
21319,2809,85,0,1,1,1,5,5,58,12,2569,572,29,908
21320,5752,85,0,0,0,1,3,3,88,12,1410,513,1258,479
21321,5658,85,0,0,0,1,3,2,51,17,751,400,970,617
21322,6692,85,0,0,0,1,3,2,51,20,751,399,1013,627
21323,3364,55,0,0,0,0,3,2,52,13,1402,519,1820,389
21324,10275,85,0,1,0,1,3,2,55,22,3002,869,122,549
21325,665,85,0,0,0,1,3,3,88,12,2431,417,2199,348
21326,1363,85,0,0,0,1,2,4,119,7,2792,522,1066,360
21327,5653,85,0,1,1,1,6,4,26,7,2746,908,1388,886
21328,2121,85,0,0,1,0,2,3,67,10,616,437,497,256
21329,532,85,0,1,0,1,0,4,39,5,2796,837,1152,520
21330,450,85,0,0,0,1,2,7,51,1,3176,507,1143,559
21331,7881,85,0,0,0,1,2,4,51,1,3242,711,1456,711
21332,4457,85,0,0,0,1,3,2,52,16,2411,588,2198,832
21333,2877,85,0,1,1,1,1,5,75,12,3176,879,1674,525
21334,1261,85,0,0,0,1,2,4,0,1,3292,606,1718,182
21335,5562,85,0,0,0,0,4,2,0,1,1872,396,2091,395
21336,6634,85,0,0,1,1,3,6,53,16,91,648,306,521
21337,7881,85,0,0,0,1,2,1,88,1,2485,557,1322,595
21338,10524,85,0,0,0,1,3,4,51,15,2539,620,1409,792
21339,7749,85,0,0,0,2,3,5,88,12,2261,719,1192,703
21340,2258,85,1,1,0,1,2,4,107,7,2485,771,1823,617
21341,6627,85,0,1,0,1,3,3,88,12,1113,567,1690,466
21342,5243,85,0,0,0,1,4,5,39,12,32,587,1096,721
21343,3446,85,0,0,0,1,2,3,33,1,2002,294,1432,317
21344,6635,85,0,0,0,1,3,5,88,12,1994,474,1200,543
21345,3035,85,0,0,0,1,3,2,51,17,845,399,937,598
21346,4273,85,0,0,0,1,3,3,88,12,1919,492,335,522
21347,1365,85,0,1,1,1,0,4,26,7,3254,890,1755,489
21348,5451,85,0,0,0,0,4,1,58,17,203,470,1456,550
21349,2,85,0,1,0,1,5,3,88,12,2461,536,1987,467
21350,6758,85,0,0,0,1,2,4,49,31,3153,528,1199,194
21351,4273,85,0,0,0,1,0,3,88,12,1624,524,280,545
21352,6760,85,0,0,0,1,2,3,49,31,2419,377,1065,450
21353,3381,55,0,0,0,0,3,2,52,10,1435,499,1717,374
21354,2432,85,0,0,0,2,2,7,44,4,3166,642,867,556
21355,450,85,0,0,0,1,2,4,0,1,959,538,1411,328
21356,1340,85,0,1,1,1,2,4,26,7,245,865,750,710
21357,4456,85,0,0,0,1,3,5,48,15,2811,791,542,818
21358,6764,85,0,0,0,1,2,3,49,31,3240,443,1322,351
21359,3151,85,0,0,0,2,3,5,88,15,1308,846,1022,706
21360,4457,85,0,0,0,1,3,2,52,16,2411,588,2198,832
21361,362,27,0,0,0,1,6,9,4,0,509,650,1799,571
21362,3631,85,0,0,0,1,2,3,49,31,3264,591,1320,308
21363,1029,85,0,0,1,1,2,4,88,9,1516,585,108,991
21364,7998,85,1,0,0,1,2,8,51,1,2870,588,646,642
21365,2121,85,0,0,1,0,2,3,67,10,616,437,497,256
21366,6759,85,0,0,0,1,2,3,49,1,2096,380,1416,478
21367,10605,85,0,0,1,1,3,6,69,16,91,649,484,458
21368,1569,85,0,1,1,1,2,4,77,18,1577,45,1406,1076
21369,355,85,0,1,0,1,0,4,39,5,2796,811,1173,541
21370,7998,85,1,0,0,1,2,8,51,1,2870,579,646,630
21371,10343,85,0,0,0,1,2,4,0,1,3310,526,1713,217
21372,7107,85,0,0,0,1,2,2,49,14,2811,540,542,820
21373,2432,85,0,0,0,3,2,7,44,4,3166,608,892,466
21374,6536,85,0,0,0,1,3,2,51,16,3172,388,746,687
21375,1843,85,0,0,1,0,5,1,58,18,3264,550,1930,403
21376,3364,55,0,0,0,0,3,2,52,13,1336,490,1835,416
21377,5865,85,0,1,0,1,3,1,88,12,1113,507,1695,582
21378,4131,5,0,0,0,3,4,5,37,16,2074,513,1551,698
21379,2192,85,1,0,0,1,2,8,55,1,2870,629,646,509
21380,7105,85,0,0,0,1,2,9,0,0,1595,626,1919,783
21381,1675,85,0,0,0,1,3,2,51,16,427,447,1117,621
21382,3631,85,0,0,0,1,6,4,0,31,3137,478,1203,132
21383,532,85,0,1,0,1,0,4,39,5,2796,875,1123,491
21384,40,85,0,0,0,1,2,4,88,14,1234,563,1735,465
21385,7979,85,0,0,0,1,2,3,51,31,2922,353,1152,469
21386,7783,85,0,1,1,1,5,1,58,18,2241,509,1693,585
21387,7525,85,0,0,0,1,3,2,51,19,711,382,1027,627
21388,450,85,0,0,0,1,2,9,0,1,2609,455,1190,619
21389,2258,85,1,1,0,1,2,4,107,7,2485,771,1823,617
21390,2258,85,1,1,0,1,2,4,107,7,2485,771,1931,607
21391,4457,85,0,0,0,1,3,2,52,16,2411,588,2198,832
21392,8500,85,0,1,0,3,2,4,18,31,262,544,334,798
21393,4457,85,0,0,0,1,3,2,52,16,2411,588,2198,832
21394,1363,85,0,0,0,1,2,4,119,7,2753,546,940,261
21395,7250,85,0,1,1,1,5,1,88,23,2440,138,1289,1062
21396,6759,85,0,0,0,1,2,2,49,31,3240,545,1363,346
21397,9844,5,0,0,0,3,3,5,63,15,2549,746,1239,294
21398,4457,85,0,0,0,1,3,2,52,16,2411,588,2198,832
21399,11143,85,0,0,0,1,2,3,49,31,3240,597,1344,278
21400,2432,85,0,0,0,2,2,7,44,4,3166,642,867,556
21401,7873,85,1,0,0,1,2,8,50,1,2870,585,646,636
21402,66,85,0,1,0,1,3,3,88,12,2631,567,2137,432
21403,362,85,0,0,0,1,6,9,39,0,1540,731,1982,586
21404,10632,85,0,1,1,1,2,4,0,1,3310,499,1558,237
21405,2434,85,0,0,0,1,2,3,0,0,2002,395,1217,255
21406,2854,85,0,0,0,1,4,2,51,16,2284,465,1199,589
21407,450,85,0,0,0,1,2,1,88,1,1590,590,1177,679
21408,7105,27,0,0,0,1,6,9,88,0,2637,731,1878,547
21409,7821,85,0,0,0,1,3,2,51,17,655,423,994,620
21410,3364,55,0,0,0,0,3,2,52,13,837,483,1832,378
21411,2432,85,0,0,0,2,2,7,44,4,3166,642,867,556
21412,6595,85,0,1,1,1,5,1,75,18,198,62,1518,547
21413,10297,85,0,0,0,1,2,2,51,18,704,416,950,633
21414,2553,85,0,1,1,1,5,1,75,18,1704,76,1553,427
21415,10592,5,0,0,0,3,4,4,60,15,2519,652,1235,556
21416,7979,85,0,0,0,1,2,3,51,18,2922,351,1153,469
21417,450,85,0,0,0,1,2,4,0,1,2074,371,1564,184
21418,4457,85,0,0,0,1,3,2,52,16,2411,461,2112,1062
21419,3192,85,0,0,0,1,2,5,0,1,2407,596,1474,43
21420,2267,85,0,1,1,1,5,2,88,23,288,881,1141,533
21421,7316,85,0,1,0,1,3,3,88,12,905,567,2179,421
21422,7107,85,0,0,0,1,2,2,49,14,2811,540,542,820
21423,9927,85,0,0,1,1,2,4,32,5,2571,571,46,939
21424,3014,5,0,0,0,3,3,4,51,13,2665,495,1742,661
21425,7106,85,0,0,0,1,2,3,0,1,85,408,1219,255
21426,7107,85,0,0,0,1,2,2,49,14,2811,562,573,805
21427,5930,85,0,0,1,2,3,6,58,18,70,825,1023,593
21428,5512,85,0,0,0,0,2,4,107,18,2549,466,1841,0
21429,447,85,0,0,0,1,2,5,0,1,1962,555,1354,635
21430,7889,85,0,1,0,1,2,4,26,7,2758,566,1319,546
21431,2121,85,0,0,1,0,2,3,67,10,616,437,497,256
21432,2432,85,0,0,0,2,2,7,44,4,3166,642,867,556
21433,68,85,0,0,0,1,6,4,118,1,2693,527,162,541
21434,4457,85,0,0,0,1,3,2,52,16,2411,442,2124,1031
21435,6692,85,0,0,0,1,3,2,51,18,3090,369,1051,601
21436,362,27,0,0,0,1,6,9,4,0,1540,704,1852,555
21437,7631,85,0,1,0,1,4,1,88,12,1322,546,351,579
21438,10525,5,0,0,0,3,4,4,45,16,2084,714,1517,662
21439,8272,85,0,1,1,1,5,1,75,18,198,76,1730,679
21440,6878,85,0,0,0,3,2,4,68,15,2561,586,1260,410
21441,7506,85,0,0,0,1,2,2,49,31,2648,629,1514,374
21442,6441,85,0,0,0,1,6,4,0,1,2823,481,944,826
21443,9904,85,0,0,0,1,2,4,0,1,804,573,1938,1037
21444,1363,85,0,0,0,1,2,4,119,7,2792,530,921,235
21445,1345,85,0,1,1,1,5,1,75,7,813,883,1833,210
21446,432,85,0,0,0,1,2,1,88,1,3249,606,1142,718
21447,355,85,0,1,0,1,0,4,39,5,2796,811,1173,541
21448,1363,85,0,0,0,1,2,4,119,7,2792,531,991,333
21449,2924,85,0,0,0,1,2,1,88,1,3176,587,1211,659
21450,11213,85,0,0,1,2,3,6,71,19,3099,810,946,561
21451,362,85,0,0,0,1,6,9,39,0,1540,651,2117,602
21452,8514,85,0,1,1,1,2,2,51,31,2525,664,2014,645
21453,68,85,0,0,0,1,6,4,118,1,2693,520,106,580
21454,450,85,0,0,0,1,2,9,51,1,3176,559,1276,616
21455,3035,85,0,0,0,1,3,2,51,17,3043,386,1023,584
21456,2419,85,0,0,0,1,5,1,58,18,2928,424,1244,525
21457,4457,85,0,0,0,1,3,2,52,16,2411,588,2198,832
21458,450,85,0,0,0,1,2,9,51,1,3176,619,1146,653
21459,7650,85,0,0,0,0,2,4,107,19,2549,463,1841,0
21460,4457,85,0,0,0,1,3,2,52,16,2411,588,2198,832
21461,958,85,0,0,0,0,5,1,58,18,262,626,1285,732
21462,9904,85,0,0,0,1,3,1,88,12,1179,630,2030,864
21463,7105,85,0,0,0,1,2,4,51,14,2514,532,937,258
21464,4611,85,0,0,0,0,5,1,58,17,2542,446,1594,561
21465,9926,85,0,0,0,1,3,3,88,12,498,529,1996,1087
21466,68,85,0,0,0,1,6,4,118,1,2693,513,179,489
21467,355,85,0,1,0,1,0,4,39,5,2796,811,1173,541
21468,7282,5,0,0,0,3,6,4,39,13,2197,528,1721,551
21469,8575,85,0,0,0,1,5,5,58,12,54,594,1798,617
21470,6441,85,0,0,0,1,6,9,75,2,2823,603,748,1127
21471,2432,85,0,0,0,2,2,7,44,4,3166,642,867,556
21472,6877,85,0,0,0,1,3,2,51,20,751,419,1072,664
21473,7574,85,0,1,1,1,5,1,75,12,489,76,1625,615
21474,9904,85,0,0,0,1,3,1,88,12,847,567,2020,928
21475,7717,85,0,1,1,1,5,1,21,12,2475,158,266,969
21476,68,85,0,0,0,1,6,4,0,1,2693,531,268,554
21477,3035,85,0,0,0,1,3,2,51,20,696,416,1070,670
21478,5658,85,0,0,0,1,3,2,51,17,3157,390,803,620
21479,382,85,0,0,0,1,3,3,88,2,1631,486,1188,309
21480,470,85,0,0,0,1,2,9,20,1,2331,545,1693,592
21481,6759,85,0,0,0,1,2,3,49,31,3240,407,1250,407
21482,532,85,0,1,0,1,0,4,39,31,2793,811,1173,527
21483,3989,85,0,0,0,1,4,2,51,16,1339,390,1157,493
21484,9904,85,0,0,0,1,3,1,88,12,847,556,2182,874
21485,4611,85,0,0,0,0,4,1,58,17,689,401,1618,579
21486,68,85,0,0,0,1,6,4,118,1,2693,464,372,498
21487,8272,85,0,1,1,1,5,1,75,12,3277,76,1659,640
21488,3364,55,0,1,0,1,3,2,52,13,837,503,1886,449
21489,7107,85,0,0,0,1,2,2,49,14,2811,564,565,871
21490,5653,85,0,1,1,1,6,4,59,31,2746,908,1463,975
21491,3446,85,0,0,0,1,2,2,33,1,2885,423,1468,480
21492,7749,85,0,0,0,2,3,6,67,19,1308,824,745,716
21493,1344,85,0,0,0,1,2,4,26,1,2589,596,928,1020
21494,8026,85,0,1,1,1,5,4,88,7,3176,878,1376,345
21495,2456,85,0,0,0,2,3,6,56,1,1973,787,641,637
21496,7282,5,0,0,0,3,4,5,39,16,2995,500,1538,698
21497,6184,85,0,0,0,1,3,2,51,16,3043,412,1251,606
21498,6572,85,0,0,0,3,2,4,0,6,3174,606,1717,178
21499,3364,55,0,0,0,0,3,2,52,13,1431,504,1818,414
21500,10687,5,0,0,1,1,2,5,45,12,2539,592,1329,691
21501,3446,85,0,0,0,1,2,3,68,1,3064,426,1458,482
21502,2384,85,0,1,0,1,3,3,88,12,1771,540,1810,467
21503,355,85,0,1,0,1,0,4,39,5,2796,811,1173,541
21504,2909,85,0,1,1,1,5,1,88,12,2694,57,1017,113
21505,1042,85,0,0,0,1,4,5,44,12,2649,638,1229,699
21506,6441,85,0,0,0,1,6,9,75,23,2823,558,677,169
21507,10697,85,0,0,0,2,4,4,75,13,2906,689,1551,619
21508,2121,85,0,0,1,1,2,3,67,10,616,440,497,256
21509,7627,85,0,1,1,1,5,1,75,18,2978,76,1782,566
21510,6760,85,0,0,0,1,2,2,49,31,3264,646,1536,378
21511,8500,85,0,1,0,3,2,4,18,31,262,544,334,798
21512,2445,5,0,0,0,3,3,5,63,15,2549,632,1235,383
21513,65,85,0,0,0,1,3,3,51,16,260,442,688,673
21514,6441,85,0,0,0,1,6,9,75,5,2823,482,631,390
21515,8272,85,0,1,1,1,5,1,75,18,1608,893,1807,320
21516,2384,85,0,0,0,1,2,3,88,12,2788,680,1724,615
21517,6693,85,0,0,0,1,3,2,51,16,364,386,758,666
21518,10790,5,0,0,0,3,3,5,59,19,66,786,1154,506
21519,1042,85,0,0,0,1,4,2,51,16,2649,440,1159,625
21520,2432,85,0,0,0,2,2,7,44,4,3166,642,867,556
21521,10522,5,0,0,0,3,4,5,51,16,2040,495,1531,705
21522,2432,85,0,0,0,2,2,7,44,4,3166,642,867,556
21523,11044,85,0,0,0,1,2,4,75,18,2021,577,1717,178
21524,68,85,0,0,0,1,0,4,118,1,2693,437,283,450
21525,7105,85,0,1,0,1,2,4,0,13,1189,514,656,588
21526,11040,5,0,0,0,3,4,5,39,16,2063,577,1560,691
21527,5903,85,0,0,0,1,3,3,51,16,2821,420,746,654
21528,484,85,0,0,1,1,2,4,46,1,1044,535,1615,1096
21529,3258,85,1,0,0,1,2,8,55,1,2870,600,646,589
21530,3495,85,0,0,0,2,3,6,64,19,3007,803,738,509
21531,532,85,0,1,0,1,0,4,39,31,2796,811,1173,542
21532,362,27,0,0,0,1,6,9,23,0,1234,731,1878,547
